X,Age,Job,Marital,Education,Default,Housing,Loan,Contact,Month,Day,Duration,Campaign,pDays,Previous,pOutcome,EmpVarRate,ConsPriceIdx,ConsConfIndx,Euribor3M,NREmployed,Subscribed
9831,46,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,wed,196,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
30988,34,admin.,married,university.degree,no,yes,no,cellular,may,tue,122,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
19169,35,technician,single,professional.course,no,no,no,cellular,aug,tue,513,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
10352,40,housemaid,married,basic.4y,no,no,no,telephone,jun,mon,286,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
15107,24,admin.,single,high.school,unknown,unknown,unknown,cellular,jul,thu,84,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
28384,38,services,married,basic.9y,no,yes,no,cellular,apr,thu,220,1,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,no
22955,57,retired,married,basic.9y,no,yes,no,cellular,aug,mon,342,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
16443,51,blue-collar,single,basic.4y,unknown,no,no,cellular,jul,wed,104,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
16514,26,services,single,high.school,no,yes,no,cellular,jul,wed,190,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
9801,40,admin.,single,university.degree,no,yes,no,telephone,jun,wed,27,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
40893,29,technician,married,professional.course,no,yes,no,cellular,oct,fri,319,1,5,2,success,-1.1,94.601,-49.5,0.972,4963.6,yes
10731,26,admin.,married,high.school,no,yes,no,telephone,jun,tue,266,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
35330,41,admin.,single,high.school,no,yes,no,cellular,may,fri,333,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
16089,26,blue-collar,single,basic.9y,no,yes,no,cellular,jul,tue,56,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
7852,30,services,married,high.school,no,no,no,telephone,jun,mon,88,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
13217,31,admin.,married,university.degree,no,no,no,telephone,jul,wed,238,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
6388,27,admin.,divorced,high.school,no,yes,no,telephone,may,tue,206,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33801,33,services,married,high.school,no,yes,no,cellular,may,wed,1512,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,yes
29604,36,services,single,high.school,unknown,no,yes,cellular,apr,mon,76,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
418,39,self-employed,single,basic.9y,unknown,yes,yes,telephone,may,tue,90,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
27838,28,self-employed,single,university.degree,no,no,no,cellular,mar,fri,296,2,999,0,nonexistent,-1.8,92.843,-50,1.64,5099.1,yes
25176,36,blue-collar,single,basic.9y,no,yes,no,cellular,nov,tue,82,2,999,1,failure,-0.1,93.2,-42,4.153,5195.8,no
37672,63,retired,married,university.degree,no,no,no,telephone,aug,tue,280,3,999,0,nonexistent,-2.9,92.201,-31.4,0.859,5076.2,no
30021,23,admin.,single,university.degree,no,yes,no,cellular,apr,wed,621,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
5826,51,entrepreneur,single,unknown,no,yes,no,telephone,may,mon,97,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
2327,26,blue-collar,single,high.school,unknown,no,no,telephone,may,tue,106,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
16067,30,admin.,single,high.school,no,no,no,cellular,jul,tue,176,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
18840,41,technician,married,university.degree,no,yes,no,cellular,aug,mon,227,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
16258,58,retired,married,basic.4y,no,no,no,cellular,jul,tue,139,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
24151,35,management,married,university.degree,no,yes,no,cellular,nov,mon,113,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
20979,41,technician,married,university.degree,no,yes,no,cellular,aug,thu,511,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
2279,34,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,611,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
2211,47,blue-collar,married,basic.4y,no,unknown,unknown,telephone,may,mon,170,8,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
38175,23,unemployed,single,basic.9y,no,yes,no,cellular,oct,thu,238,1,4,1,success,-3.4,92.431,-26.9,0.754,5017.5,yes
37998,49,admin.,married,high.school,no,no,no,cellular,sep,tue,495,1,3,1,success,-3.4,92.379,-29.8,0.788,5017.5,yes
16097,57,blue-collar,divorced,basic.4y,unknown,yes,no,cellular,jul,tue,485,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
721,41,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,1529,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
40594,78,retired,divorced,high.school,no,no,no,cellular,sep,thu,238,1,999,2,failure,-1.1,94.199,-37.5,0.884,4963.6,no
5925,38,entrepreneur,married,university.degree,no,no,no,telephone,may,tue,322,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
10525,51,blue-collar,married,basic.4y,no,yes,no,telephone,jun,tue,83,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
14165,40,entrepreneur,married,university.degree,no,yes,no,cellular,jul,mon,238,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
6040,47,services,divorced,high.school,no,yes,no,telephone,may,tue,313,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
23174,47,self-employed,married,university.degree,no,no,no,cellular,aug,tue,320,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
8139,60,unknown,married,basic.6y,unknown,no,no,telephone,jun,tue,104,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
350,33,entrepreneur,married,university.degree,no,yes,no,telephone,may,mon,130,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
4271,42,technician,divorced,university.degree,no,no,no,telephone,may,tue,190,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
20923,42,technician,single,university.degree,no,yes,no,cellular,aug,thu,213,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20336,40,management,married,high.school,unknown,yes,no,cellular,aug,tue,236,7,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
31848,37,services,married,high.school,no,yes,no,cellular,may,thu,87,2,12,1,success,-1.8,92.893,-46.2,1.327,5099.1,no
4362,39,unemployed,married,professional.course,no,no,yes,telephone,may,tue,277,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
29892,36,technician,married,basic.6y,no,no,no,cellular,apr,mon,316,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
12382,41,blue-collar,married,basic.4y,no,yes,no,cellular,jul,mon,107,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
1484,57,services,married,basic.6y,no,no,no,telephone,may,thu,43,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
1764,36,entrepreneur,married,university.degree,no,no,yes,telephone,may,fri,180,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
10362,46,admin.,single,high.school,no,no,no,telephone,jun,mon,418,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
12195,53,technician,married,professional.course,no,yes,no,telephone,jul,tue,307,2,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
36843,42,management,single,university.degree,no,unknown,unknown,cellular,jun,mon,83,4,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
16376,49,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,wed,364,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
40814,32,technician,married,high.school,no,no,no,cellular,sep,thu,245,1,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,no
25433,43,self-employed,married,basic.4y,no,no,yes,cellular,nov,wed,206,5,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
28467,46,blue-collar,divorced,basic.9y,no,yes,no,telephone,apr,tue,266,3,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
38806,26,student,single,university.degree,no,no,no,cellular,nov,fri,181,1,7,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes
14230,38,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,mon,191,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33019,33,services,married,basic.9y,no,unknown,unknown,cellular,may,mon,180,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
29227,71,retired,single,unknown,no,yes,no,cellular,apr,fri,188,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
10921,31,admin.,married,high.school,no,yes,no,telephone,jun,wed,132,6,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
26902,36,self-employed,married,basic.9y,no,yes,no,cellular,nov,thu,317,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
7657,29,housemaid,married,high.school,no,no,no,telephone,may,fri,161,12,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
20342,34,admin.,single,university.degree,no,no,no,cellular,aug,tue,161,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
36206,26,student,single,high.school,no,no,no,cellular,may,thu,93,3,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no
24287,46,unemployed,married,university.degree,no,no,no,cellular,nov,mon,90,2,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
26980,51,self-employed,married,university.degree,no,yes,yes,cellular,nov,thu,310,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
15550,31,services,single,university.degree,no,no,yes,cellular,jul,fri,409,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
34407,38,services,single,high.school,no,yes,yes,cellular,may,thu,456,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,yes
26181,49,technician,married,university.degree,no,yes,no,telephone,nov,thu,14,7,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
1325,49,technician,married,professional.course,no,no,no,telephone,may,thu,63,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
20129,39,technician,single,professional.course,no,no,no,cellular,aug,mon,71,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
30772,54,blue-collar,married,high.school,unknown,yes,no,cellular,may,tue,323,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
40106,19,student,single,basic.9y,no,no,yes,telephone,jul,mon,567,1,6,2,success,-1.7,94.215,-40.3,0.827,4991.6,yes
36807,46,admin.,divorced,high.school,no,yes,no,cellular,jun,mon,372,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
33785,29,admin.,single,high.school,no,no,no,cellular,may,wed,131,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
12342,53,housemaid,married,basic.4y,no,no,no,telephone,jul,fri,53,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
4195,29,blue-collar,single,professional.course,no,yes,no,telephone,may,mon,57,7,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
37789,38,student,single,unknown,no,yes,yes,cellular,aug,tue,158,2,999,0,nonexistent,-2.9,92.201,-31.4,0.838,5076.2,no
35943,43,blue-collar,married,basic.9y,no,no,yes,cellular,may,mon,487,1,3,1,success,-1.8,92.893,-46.2,1.264,5099.1,yes
31650,32,admin.,single,professional.course,no,yes,yes,cellular,may,thu,1046,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,yes
19047,39,admin.,married,university.degree,no,yes,yes,cellular,aug,tue,328,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
30104,38,admin.,divorced,university.degree,no,no,no,cellular,apr,mon,62,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,no
6813,45,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,157,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
31813,50,admin.,married,basic.9y,no,unknown,unknown,cellular,may,thu,446,6,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
9790,47,technician,single,unknown,no,yes,no,telephone,jun,wed,180,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
18653,33,technician,married,university.degree,no,yes,no,cellular,jul,thu,90,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
8088,40,admin.,single,high.school,unknown,yes,no,telephone,jun,mon,142,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
13059,27,admin.,single,high.school,no,yes,no,cellular,jul,tue,212,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
16960,48,unemployed,married,basic.6y,no,yes,no,cellular,jul,thu,267,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2019,35,services,married,high.school,no,yes,no,telephone,may,mon,88,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33123,39,admin.,single,high.school,no,no,no,cellular,may,tue,197,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
8220,58,technician,married,professional.course,no,yes,yes,telephone,jun,tue,150,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
33293,39,admin.,married,university.degree,no,no,no,cellular,may,tue,30,7,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
1943,24,blue-collar,married,basic.9y,no,yes,yes,telephone,may,fri,101,6,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
13611,32,admin.,single,university.degree,no,no,no,cellular,jul,thu,792,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
30453,36,management,married,university.degree,no,yes,no,cellular,may,mon,267,1,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1,yes
18923,46,blue-collar,married,basic.9y,no,no,no,cellular,aug,mon,122,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
39115,34,admin.,married,university.degree,no,yes,no,cellular,dec,tue,195,2,999,0,nonexistent,-3,92.713,-33,0.707,5023.5,no
6460,37,admin.,divorced,university.degree,no,unknown,unknown,telephone,may,wed,128,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
12233,42,blue-collar,married,basic.4y,unknown,yes,yes,telephone,jul,thu,472,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
20976,45,blue-collar,married,basic.6y,unknown,yes,no,cellular,aug,thu,90,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
22101,31,technician,single,university.degree,no,yes,no,cellular,aug,wed,320,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
36322,53,services,married,unknown,no,yes,no,cellular,jun,tue,327,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no
32489,28,admin.,married,high.school,no,no,no,cellular,may,fri,129,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
30454,60,admin.,married,university.degree,no,yes,no,cellular,may,mon,1602,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,yes
10856,25,services,single,professional.course,no,no,no,telephone,jun,wed,185,4,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
2289,37,unknown,married,university.degree,no,no,yes,telephone,may,tue,249,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
16950,53,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,332,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
38127,70,retired,married,high.school,no,yes,no,cellular,sep,fri,144,1,999,0,nonexistent,-3.4,92.379,-29.8,0.741,5017.5,no
17162,45,admin.,married,professional.course,no,no,no,cellular,jul,fri,1106,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
38992,54,blue-collar,married,high.school,no,no,no,cellular,dec,mon,344,1,999,0,nonexistent,-3,92.713,-33,0.717,5023.5,yes
28016,43,services,divorced,high.school,unknown,yes,no,cellular,apr,thu,303,1,999,1,failure,-1.8,93.075,-47.1,1.483,5099.1,no
17948,43,retired,married,basic.9y,no,yes,no,cellular,jul,tue,284,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
27644,40,management,married,university.degree,no,no,no,cellular,nov,fri,234,5,999,1,failure,-0.1,93.2,-42,4.021,5195.8,no
27430,34,admin.,married,university.degree,no,no,yes,cellular,nov,fri,408,9,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
10650,57,housemaid,married,basic.6y,unknown,no,no,telephone,jun,tue,986,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
3560,50,management,married,high.school,unknown,no,yes,telephone,may,fri,223,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
21381,33,admin.,single,university.degree,no,yes,no,cellular,aug,tue,99,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2109,30,technician,single,professional.course,no,no,no,telephone,may,mon,480,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
23660,31,technician,single,university.degree,no,yes,no,cellular,aug,thu,958,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
7577,33,services,married,basic.4y,no,no,no,telephone,may,fri,58,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
18940,53,blue-collar,married,unknown,no,no,no,cellular,aug,mon,115,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
37844,27,student,single,university.degree,no,yes,no,cellular,aug,fri,630,2,999,0,nonexistent,-2.9,92.201,-31.4,0.825,5076.2,no
10288,40,blue-collar,married,unknown,unknown,yes,no,telephone,jun,mon,69,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
28763,28,blue-collar,single,basic.9y,unknown,yes,no,cellular,apr,thu,241,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
23645,35,admin.,married,university.degree,no,no,no,cellular,aug,thu,32,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
34462,35,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,112,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
31299,41,blue-collar,married,basic.6y,no,yes,no,cellular,may,wed,189,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
5111,39,self-employed,married,university.degree,no,no,no,telephone,may,fri,286,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
27079,56,technician,married,professional.course,no,yes,no,cellular,nov,fri,71,3,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
29179,27,admin.,single,university.degree,no,yes,no,cellular,apr,fri,401,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
17580,39,technician,single,university.degree,unknown,yes,no,cellular,jul,mon,333,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27386,49,technician,married,basic.4y,no,no,yes,cellular,nov,fri,295,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
25083,37,retired,divorced,basic.9y,unknown,no,no,cellular,nov,tue,378,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
37664,50,admin.,married,university.degree,no,no,no,cellular,aug,tue,587,2,999,1,failure,-2.9,92.201,-31.4,0.859,5076.2,yes
16778,41,technician,single,university.degree,no,yes,yes,cellular,jul,thu,78,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31592,30,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,623,1,10,1,success,-1.8,92.893,-46.2,1.327,5099.1,yes
28699,40,services,married,high.school,no,yes,no,cellular,apr,thu,228,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
4156,32,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,205,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
32064,28,blue-collar,married,basic.9y,unknown,no,no,cellular,may,fri,182,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
41002,54,services,divorced,high.school,no,yes,no,cellular,oct,wed,487,3,999,2,failure,-1.1,94.601,-49.5,1.016,4963.6,yes
26041,46,technician,married,basic.9y,no,yes,no,cellular,nov,wed,354,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
15538,36,admin.,divorced,high.school,no,yes,no,cellular,jul,fri,464,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
7539,31,admin.,married,high.school,no,no,no,telephone,may,fri,170,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
3857,23,services,married,basic.9y,no,no,no,telephone,may,fri,1144,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
3039,33,management,married,high.school,no,no,no,telephone,may,wed,52,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
10666,27,housemaid,married,basic.9y,unknown,yes,no,telephone,jun,tue,614,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
6882,40,admin.,married,basic.9y,no,no,yes,telephone,may,wed,145,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
13993,33,technician,single,university.degree,no,no,no,cellular,jul,fri,141,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
11504,43,blue-collar,married,basic.4y,unknown,no,yes,telephone,jun,fri,35,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
4677,31,services,married,professional.course,no,no,no,telephone,may,wed,287,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
25760,30,admin.,divorced,high.school,no,yes,no,cellular,nov,wed,114,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
11255,36,management,single,high.school,no,unknown,unknown,telephone,jun,thu,184,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
18452,35,blue-collar,married,basic.9y,unknown,yes,no,telephone,jul,thu,19,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
10787,30,technician,married,university.degree,unknown,no,no,telephone,jun,tue,130,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
40326,31,student,single,unknown,no,no,no,cellular,aug,mon,397,2,999,1,failure,-1.7,94.027,-38.3,0.898,4991.6,no
318,33,admin.,divorced,high.school,no,no,no,telephone,may,mon,364,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
18418,35,technician,married,professional.course,no,no,yes,cellular,jul,thu,15,23,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
3538,42,admin.,married,unknown,no,no,no,telephone,may,fri,137,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
10024,45,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,thu,542,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
